category,content
4,这几天刷推很明显的感觉到英文技术社区对中国产业的进步速度处于一种半震动半懵逼的状态应激来源主要是两个一个是宇树的轮足式机器狗另一个是开源模型宇树在早年基本上属于是波士顿动力的跟班产品形态完全照猫画虎商业上瞄准的也是低配平替生态位没有太大的吸引力但从系列型号开始宇树的机器狗就在灵活性上可以和波士顿动力平起平坐了 这几天刷推很明显的感觉到英文技术社区对中国产业的进步速度处于一种半震动半懵逼的状态应激来源主要是两个一个是宇树的轮足式机器狗另一个是开源模型宇树在早年基本上属于是波士顿动力的跟班产品形态完全照猫画虎商业上瞄准的也是低配平替生态位没有太大的吸引力但从系列型号开始宇树的机器狗就在灵活性上可以和波士顿动力平起平坐了的意外在于切换了技术线用运动性更高但平衡性同时也更难的动轮方案取代了还在沿用四足方案然后在一年时间里完成了能在户外环境里跋山涉水的训练很多美国人在视频底下说这一定是的画面不知道是真串还是心态炸了波士顿在机器狗身上也曾短暂用过动轮方案或者说它测过的方案远比宇树要多公司成立时长摆在那里但是作为行业先驱它连保持一家美国公司的实体都办不到了现代汽车年以打折价从软银手里买了波士顿动力正值软银账面巨亏需要回血而软银当初又是在年从那里买到手的为什么卖呢因为觉得太烧钱了亏不起这理由就很离谱美国的风险资本系统对于亏损的容忍度本来就是全球最高的没有之一对于前沿性的研究砸钱画饼是再寻常不过了的看这两年硅谷在上的投入产出比就知道了但波士顿动力何以在独一档的地位上被当成不良资产卖来卖去那头房间里的大象美国的科技行业普遍都装作看不到美国人如今的美国人从投行到企业从到程序员从纽约到湾区对制造业的厌弃已经成为本能了的合伙人马克安德森年在华尔街日报写了那篇流传甚广的代表作软件吞噬世界大概意思是边际成本极低的软件公司注定接管一切水草繁盛之地和这种可以提供指数级增长的生意比起来其他的行业都不够看并不是说马克安德森的表达有问题后面这十几年来的现实走向也确实在证明这条攫取规模化利润的回报是最高的但美国人的路径依赖到最后必然带来一整代人丧失制造能力的结果这里说的丧失制造能力并不是说丧失制造兴趣或是热情我前段时间拜访了深圳一家逆向海淘公司业务就是把华强北的电子配件做成可索引的结构化目录然后提供从采购到验货再到发包的全流程服务最大的买方就是美国的市场和高校学生他们之所以要不远万里的等上几个星期委托中国人来买东西就是因为在诺大的美国本土根本找不到供应链然后那些学生也只有在读书时才有真正尝试制造某些东西的机会到了要去大公司里上班领薪后再也没人愿意把手弄脏了但软件终究不能脱离硬件运行哪怕硬件生产的附加值再不够看基于采集一手物理数据的入口制造商腰板硬起来后去做全套解决方案只取决于能不能组建好的工程师团队反过来却不一样制造订单长期外包出去它就变成产业链配套回不来了所以像是多旋翼无人机和四足机器狗这类新兴科技萌芽的原型机一般都还是产自有着试错资本的欧美也就是所谓从零到一的过程而在从一到十的落地阶段中国的追赶成果就会开始密集呈现进入从十到百的量产之后中国的供应链成本直接杀死比赛波士顿动力的机器人最早在网上爆火的时候的负责人在内部备忘录里说他已经和媒体沟通了希望不要让视频和扯上太大关系是不是很迷惑这么牛逼的事情你作为母公司非但不高兴还想躲起来现在你们懂得这种顾虑从何而来了就是觉得贵为软件巨头的去卷袖子干制造的活儿太卑贱了呗当然美国也还有马斯克这样的建设者但你要知道马斯克的故事之所以动人是因为他这样的人现在是极度稀缺的而且长期以来不受主流科技业界待见完全是靠逆常识的成就造汽车造火箭造隧道这都是硅谷唯恐避之不及的事情去一步步打脸打出来的名声如果说宇树是在硬件上引起了一波怀疑现实的热度那么则在软件的原生地盘把大模型厂商都给硬控住了在微软都在奔着万卡集群去做大模型训练时在个上花了不到万美金和个月的时间就实现了对齐和的测试结果在半年前就火过一波但那会儿的叙事还相对符合旧版本的预期中国公司推出了低成本的开源模型想要成为行业里的价格屠夫中国人就擅长做这种便宜耐用的东西只要不去和顶级产品比较能用是肯定的但则完全不同了它把成本降了倍以上同时质量却能比肩阵营关键还是开源的相关推文的评论区全是中国人咋做到的虽然但是后发的大模型可以通过知识蒸馏等手段实现性价比更高的训练类似你学习牛顿三定律的速度降低的斜率也在有利于追赶者肯定比牛顿本人琢磨出定律的速度要快成本但匪夷所思的效率提升是很难用已知训练方法来归纳的它一定是是在底层架构上做了不同于其他巨头的创新另一个角度更有意思如果针对中国的芯片禁售政策最后产生的后果是让中国的大模型公司不得不在算力受限的约束下实现了效率更高的解决方案这种适得其反的剧情就太讽刺了的创始人梁文锋之前也说过公司差的从来都不是钱而是高端芯片被禁运所以中国的大模型公司像是字节和阿里这样的大厂卡能管够把年收入的拿出来卷问题不大但初创公司没这么多弹药保持不下牌桌的唯一方法就是玩命创新李开复今年也一直在表达一个观点中国做的优势从来不是在不设预算上限的情况下去做突破性研究而是在好快便宜和可靠性之间找出最优解零一和用的都是混合专家模式相当于是在事先准备的高质量数据集上去做特定训练不能说在跑分上完全没有水分但市场并不关心原理只要质价比够看就一定会有竞争力当然不太一样的是它不太缺卡年就囤了万张英伟达那会儿还没影呢和为了元宇宙囤卡却阴差阳错的赶上浪潮很像买那么多卡是为了做量化交易我最早对梁文锋有印象是西蒙斯传里有他写的序西蒙斯是文艺复兴科技公司的创始人用算法模型去做自动化投资的开创者梁文锋当时管着亿人民币的量化私募写序属于顺理成章的给行业祖师爷致敬交待这个背景是想说梁文锋的几家公司从量化交易做到大模型开发并不是一个金融转为科技的过程而是数学技能在两个应用场景之间的切换投资的目的是预测市场大模型的原理也是预测后来看过几次梁文锋的采访对他的印象很好非常清醒和聪明的一个人我贴几段你们感受一下暗涌大部分中国公司都选择既要模型又要应用为什么目前选择只做研究探索梁文锋因为我们觉得现在最重要的是参与到全球创新的浪潮里去过去很多年中国公司习惯了别人做技术创新我们拿过来做应用变现但这并非是一种理所当然这一波浪潮里我们的出发点就不是趁机赚一笔而是走到技术的前沿去推动整个生态发展暗涌互联网和移动互联网时代留给大部分人的惯性认知是美国擅长搞技术创新中国更擅长做应用梁文锋我们认为随着经济发展中国也要逐步成为贡献者而不是一直搭便车过去三十多年浪潮里我们基本没有参与到真正的技术创新里我们已经习惯摩尔定律从天而降躺在家里个月就会出来更好的硬件和软件也在被如此对待但其实这是西方主导的技术社区一代代孜孜不倦创造出来的只因为之前我们没有参与这个过程以至于忽视了它的存在暗涌但这种选择放在中国语境里也过于奢侈大模型是一个重投入游戏不是所有公司都有资本只去研究创新而不是先考虑商业化梁文锋创新的成本肯定不低过去那种拿来主义的惯性也和过去的国情有关但现在你看无论中国的经济体量还是字节腾讯这些大厂的利润放在全球都不低我们创新缺的肯定不是资本而是缺乏信心以及不知道怎么组织高密度的人才实现有效的创新暗涌但做大模型单纯的技术领先也很难形成绝对优势你们赌的那个更大的东西是什么梁文锋我们看到的是中国不可能永远处在跟随的位置我们经常说中国和美国有一两年差距但真实的是原创和模仿之差如果这个不改变中国永远只能是追随者所以有些探索也是逃不掉的英伟达的领先不只是一个公司的努力而是整个西方技术社区和产业共同努力的结果他们能看到下一代的技术趋势手里有路线图中国的发展同样需要这样的生态很多国产芯片发展不起来也是因为缺乏配套的技术社区只有第二手消息所以中国必然需要有人站到技术的前沿暗涌很多大模型公司都执着地去海外挖人很多人觉得这个领域前名的顶尖人才可能都不在中国的公司你们的人都来自哪里梁文锋模型没有海外回来的人都是本土的前名顶尖人才可能不在中国但也许我们能自己打造这样的人暗涌所以你对这件事也是乐观的梁文锋我是八十年代在广东一个五线城市长大的我的父亲是小学老师九十年代广东赚钱机会很多当时有不少家长到我家里来基本就是家长觉得读书没用但现在回去看观念都变了因为钱不好赚了连开出租车的机会可能都没了一代人的时间就变了以后硬核创新会越来越多现在可能还不容易被理解是因为整个社会群体需要被事实教育当这个社会让硬核创新的人功成名就群体性想法就会改变我们只是还需要一堆事实和一个过程是不是很牛逼反正我是被圈粉了做最难的事情还要站着把钱赚了一切信念都基于对真正价值的尊重和判断这样的后后越来越多的站上了主流舞台让人非常宽慰你可以说他们在过去是所谓的小镇做题家但做题怎么了参与世界未来的塑造就是最有挑战性的题喜欢解这样的题才有乐趣啊
1,特稿丨全球生态治理的中国贡献
4,聚焦一函两书全国总工会与两高联合发布典型案例
4,权威数读丨亿人次年我国客运量同比增长
4,我国高速公路服务区累计建成充电桩万个 我国高速公路服务区累计建成充电桩万个记者从日举行的国新办新闻发布会上了解到截至今年月底我国高速公路服务区累计建成充电桩万个已建充电停车位万个比年分别增加了万个万个
2,瓶片期权在郑商所正式挂牌交易
4,湖南通报起群众身边不正之风和腐败问题典型案例
5,补充益生菌多多益善是真是假丨谣言终结站 补充益生菌多多益善是真是假丨谣言终结站多学一个知识点如何均衡肠道菌群
4,韩国国会通过针对韩德洙的弹劾动议案
4,韩国宪法法院举行尹锡悦弹劾案首次审前听证会韩国宪法法院日举行尹锡悦弹劾案首次审前听证会启动案件审理程序 韩国宪法法院举行尹锡悦弹劾案首次审前听证会
1,新华社快讯也门胡塞武装用高超音速导弹袭击以色列本古里安国际机场
1,热点问答以色列空袭也门为何令联合国震惊
1,月日外交部发言人毛宁主持例行记者会法新社记者提问美国候任总统特朗普声称有中国士兵驻扎在巴拿马运河中方对此有何评论毛宁资料图图源外交部网站毛宁表示这个问题我前几天做出过回应你可以查阅我也注意到巴拿马总统穆利诺指出巴拿马运河不受任何大国直接或者间接控制作为中方我们将一如 特朗普声称有中国士兵驻扎在巴拿马运河外交部回应
1,也门胡塞武装称用高超音速导弹袭击以色列本古里安国际机场 当地时间月日也门胡塞武装发言人叶海亚萨雷亚发表声明称胡塞武装使用巴勒斯坦型高超音速弹道导弹对位于特拉维夫附近的本古里安国际机场进行了精准打击萨雷亚称导弹成功击中目标尽管以色列方面对此保持沉默但此次行动已造成机场运营中断并导致部分人员受伤萨雷亚称在另一场行动中胡塞无
4,来源都市现场原创未经允许请勿转载月日有广西南宁的网友发布视频称当地一条街道垃圾遍地没有人清扫据说是因为环卫工人几个月没发工资停工两天了都市现场记者通过视频定位信息查询发现未及时清扫的街道位于广西南宁的龙腾市场月日上午都市现场记者致电南宁市政和园林 几个月不发工资南宁环卫工人停工导致垃圾遍地当地回应
4,月日陕西省延安市志丹县义正镇寨子洼村发生一起原油泄漏事故当地多名网友在社交平台发布相关短视频红星新闻记者注意到视频中的原油已经冲到地面部分甚至流到河流里黑色的原油大面积冲击在道路上绵延几十米网传现场照片日红星新闻记者多方核实了解到此事故发生于延长油田股份有限公司志丹采油厂 陕西志丹一采油厂发生原油泄漏事故环保局清理完毕责任人被控制
4,氪获悉据上海市人民政府网站经评估年月市政府印发的上海市开展对部分个人住房征收房产税试点的暂行办法沪府发号需继续实施请继续按照执行 上海延长上海市开展对部分个人住房征收房产税试点的暂行办法有效期
4,新疆维吾尔自治区新设和安县和康县由和田地区管辖 据新疆维吾尔自治区人民政府月日发布经党中央国务院批准设立和安县和安县人民政府驻红柳镇和安县由和田地区管辖经党中央国务院批准设立和康县和康县人民政府驻赛图拉镇和康县由和田地区管辖总台记者崔宁中央广播电视总台版权所有未经许可请勿转载使用
4,商务部新闻发言人就对进口牛肉启动保障措施调查答记者问有记者问我们关注到商务部对进口牛肉启动了保障措施调查可以介绍下相关情况吗答近期中国畜牧业协会会同个主产区协会向调查机关提交保障措施调查申请认为近年来中国牛肉进口数量急剧增长对国内产业产生了重大不利影响申请人提交的证据显示中国牛肉 商务部回应对进口牛肉启动保障措施调查不针对特定国家地区
4,震撼航拍舰舷喷射绚丽彩带船坞开始注水四川舰来了 今天由我国自主研制建造的两栖攻击舰首舰下水命名仪式在上海举行两栖攻击舰首舰命名为中国人民解放军海军四川舰舷号为四川舰是海军新一代两栖攻击舰满载排水量万余吨创新应用电磁弹射和阻拦技术
